	text	label
1719	The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products 	neutral
2206	Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 	negative
298	Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year 	positive
272	Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services 	neutral
758	Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says 	neutral
1917	Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 	positive
1826	The total investment of the project will be approximately EUR 36m 	neutral
1153	Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard 	neutral
1025	SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena 	neutral
423	BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 	positive
698	The event can also be viewed as a live webcast at www.cargotec.com 	neutral
274	The contract value amounts to about EUR11m , the company added 	neutral
2027	Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 	negative
173	Operating profit was EUR 11.4 mn , up from EUR 7.5 mn 	positive
83	Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % 	positive
169	Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier 	positive
2025	L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 	negative
1866	Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 	negative
1597	Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe 	neutral
1419	The contract is for next year 	neutral
1413	The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles 	neutral
2220	The operating margin came down to 2.4 % from 5.7 % 	negative
749	HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant 	positive
690	The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below 	neutral
1375	The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report 	neutral
1540	The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) 	neutral
1425	The dividends payable annually shall be deducted from the share subscription price 	neutral
1372	The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers 	neutral
2063	Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur 	positive
626	The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. 	neutral
1804	The orders also include a few high-power drives for the control of seismic compressors 	neutral
954	Each year the dividend is deducted from the subscription price 	neutral
1239	Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT 	neutral
2260	HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months 	negative
346	The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 	positive
1734	The combined capital of these funds is expected to be EUR 100mn-150mn 	neutral
787	Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year 	neutral
476	The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 	positive
1057	The company website is www.ahlstrom.com 	neutral
1656	In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 	neutral
900	The store is located in Poznan in a shopping center named Pestka , the company added 	neutral
1963	The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux 	neutral
1348	s business sectors are building construction , infrastructure construction and technical building services 	neutral
615	The Group owns and operates a fleet of more than 800dwt , while container capacity is 17,000 TEUs , and manages a diversified fleet of its own railway rolling stock of over 17,000 units 	neutral
1914	Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier 	positive
1133	`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday 	neutral
715	This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : 	neutral
2192	However , the company saw its net profit for the third quarter down to EUR1 .4 m from EUR1 .5 m for the corresponding period of 2009 	negative
1837	The value of the deal has not been disclosed 	neutral
1274	It will report full-year results on August 22 	neutral
1204	Danske Bank is Denmark 's largest bank with 3.5 million customers 	neutral
903	Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide 	neutral
1862	In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 	negative
1215	Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks 	neutral
951	Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments 	neutral
1730	The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees 	neutral
981	In future , the plant will focus on the production of flange profiles for wind farm towers 	neutral
871	ADP News - Feb 25 , 2009 - Finnish printed circuit board PCB maker Aspocomp Group Oyj HEL : ACG1V said today it swung to a net profit of EUR 300,000 USD 385,000 for 2008 versus a net loss of EUR 65.3 millio	positive
2248	Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions 	negative
592	She will succeed Krister Kylas , who has decided to leave TeliaSonera 	neutral
210	1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 	positive
607	The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities 	neutral
424	Cision says the sale will return its U.K. operation to profitability 	positive
335	In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 	positive
992	Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. 	neutral
1907	Scanfil issued a profit warning on 10 April 2006 	negative
192	Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 	positive
566	It is expected to be completed by the end of 2007 	neutral
222	Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 	positive
1710	Rubin says he expects Capman to announce 1-2 additional transactions in 2009 	neutral
2182	Finnish electronics contract manufacturer Scanfil had net sales of EUR 52.2 mn in the first quarter of 2007 , down from EUR 60.1 mn a year before 	negative
1750	The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group 	neutral
1827	The total value of the contract is some EUR 8 million 	neutral
454	Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland 	positive
1767	The EA Reng group posted sales of approximately 84 million kroons for 2007 	neutral
920	Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards 	neutral
750	London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened 	positive
2253	Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULT	negative
1315	NWC ANALYSIS 	neutral
1843	The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems 	neutral
1120	Under a preliminary estimation , the technology park will measure about 50,000 square meters 	neutral
291	VNH generates annual net sales of about 5 mln eur and employs 21 people 	neutral
1905	Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year 	negative
729	Sales of mid-strength beer decreased by 40 % 	negative
227	In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period 	positive
1235	Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland 	neutral
1697	Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day 	neutral
2108	Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 	negative
940	Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China 	neutral
725	Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 	negative
2100	However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said 	neutral
434	( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezue	positive
1863	Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June 	negative
1108	The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates 	neutral
1586	`` We are selling an information systems development business to the Finns 	neutral
628	The share of the share capital of both above mentioned shareholders remains below 5 % 	neutral
413	`` The trend in the sports and leisure markets was favorable in the first months of the year 	positive
978	HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time 	neutral
204	The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % 	positive
21	The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million 	positive
2258	Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies 	negative
1187	CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area 	neutral
1228	Following the registration , the share capital of Biotie is EUR 52,556,678.10 	neutral
734	HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur 	positive
1089	The measures taken will cause one-time costs during the final part of 2006 	neutral
72	The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year 	positive
1970	The exercise originated in Finland in the early 1930s as a training method for cross-country skiers 	neutral
1485	The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption 	neutral
2179	The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 	negative
1740	The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn 	neutral
299	Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group 	positive
1344	Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze 	neutral
759	The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls 	neutral
1985	The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations 	neutral
1726	The building will house product development and test laboratories 	neutral
455	Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense 	positive
1444	The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally 	neutral
219	Exports grew 16.5 percent to 19.1 million liters 	positive
1600	As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract 	neutral
1352	Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics 	neutral
1324	Originally posted to the PCMag.com security blog , Security Watch 	neutral
534	According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year 	neutral
1313	Nordstjernan will make the offer in approximately one month , in September 2007 	neutral
1172	As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. 	neutral
685	Taking a cue from the playbook of the East Dillon Lions , we 've created a special team of heavy-hitting style players , such as boot-cut jeans , tummy tops and , of course , cowboy boots 	neutral
1674	Marimekko is considering further measures in the matter 	neutral
955	Earnings per share EPS amounted to EUR0 .01 	neutral
1537	The value of the total investment is about EUR 600mn 	neutral
1551	This includes a EUR 39.5 mn change in the fair value of investment properties 	neutral
573	LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry 	neutral
980	In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy 	neutral
1531	The value of the order is USD 2.2 mn 	neutral
808	The company moved to an operating profit of EUR10 .9 m versus an operating loss of EUR15 .3 m. It also turned to EPS of EUR0 .08 versus loss per share of EUR0 .04 	positive
